Security;summary;description
0;nightly test failure in derbyallstoreallstoremoreSpaceTable   ;httpdbtg.foundry.sun.comderbytestDailyjvm.testingtestloglinderbyall_diff.txtFailure Details                 Diff file derbyallstoreallstoremoreSpaceTable.diff             Start SpaceTable jdk.._ storeallstoremore   *** dellt  PLATYPUS | | | | | agt  PLATYPUS | | | | | Test Failed. End SpaceTable jdk.._ storeallstoremore   ***   
0;Incomplete quoting of SQL identifiers in AlterTableConstantAction   ;AlterTableConstantAction generates SQL statements various places. Identifiers schema names  table names  column names) are surrounded with double quotes in case they contain special characters. This is not enough if the identifiers contain double quotes  as can be seen with this exampleijgt  create table tx int)  rows insertedupdateddeletedijgt  alter table t add column  int default  ERROR X Syntax error Encountered  at line   column .Ive found three places where AlterTableConstantAction generates SQL statements updateNewColumnToDefault)  updateNewAutoincrementColumn)  getColumnMax). All three places suffer from this problem.   
0;ParameterMetaDataJdbcTest fails with PMDD is not recognized as a function or procedure   ;Seen in nightly testing on Java httpdbtg.foundry.sun.comderbytestDailyjvm.testingtestlogsolsuitesAll_diff.txt) testParameterMetadataWithLITERALParametersorg.apache.derbyTesting.functionTests.tests.jdbcapi.ParameterMetaDataJdbcTest)java.sql.SQLSyntaxErrorException PMDD is not recognized as a function or procedure. at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.Util.generateCsSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.TransactionResourceImpl.wrapInSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.TransactionResourceImpl.handleExceptionUnknown Source) at org.apache.derby.impl.jdbc.EmbedConnection.handleExceptionUnknown Source) at org.apache.derby.impl.jdbc.ConnectionChild.handleExceptionUnknown Source) at org.apache.derby.impl.jdbc.EmbedPreparedStatement.lt initgt Unknown Source) at org.apache.derby.impl.jdbc.EmbedCallableStatement.lt initgt Unknown Source) at org.apache.derby.impl.jdbc.EmbedCallableStatement.lt initgt Unknown Source) at org.apache.derby.impl.jdbc.EmbedCallableStatement.lt initgt Unknown Source) at org.apache.derby.impl.jdbc.EmbedCallableStatement.lt initgt Unknown Source) at org.apache.derby.jdbc.Driver.newEmbedCallableStatementUnknown Source) at org.apache.derby.impl.jdbc.EmbedConnection.prepareCallUnknown Source) at org.apache.derby.impl.jdbc.EmbedConnection.prepareCallUnknown Source) at org.apache.derbyTesting.junit.BaseJDBCTestCase.prepareCallBaseJDBCTestCase.java) at org.apache.derbyTesting.functionTests.tests.jdbcapi.ParameterMetaDataJdbcTest.testParameterMetadataWithLITERALParametersParameterMetaDataJdbcTest.java) at sun.reflect.NativeMethodAccessorImpl.invokeNative Method) at sun.reflect.NativeMethodAccessorImpl.invokeNativeMethodAccessorImpl.java) at sun.reflect.DelegatingMethodAccessorImpl.invokeDelegatingMethodAccessorImpl.java) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at org.apache.derbyTesting.junit.BaseTestSetup.runBaseTestSetup.java)Caused by java.sql.SQLException PMDD is not recognized as a function or procedure. at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.SQLExceptionFactory.wrapArgsForTransportAcrossDRDAUnknown Source) ...  moreCaused by ERROR Y PMDD is not recognized as a function or procedure. at org.apache.derby.iapi.error.StandardException.newExceptionUnknown Source) at org.apache.derby.impl.sql.compile.StaticMethodCallNode.bindExpressionUnknown Source) at org.apache.derby.impl.sql.compile.JavaToSQLValueNode.bindExpressionUnknown Source) at org.apache.derby.impl.sql.compile.CallStatementNode.bindStatementUnknown Source) at org.apache.derby.impl.sql.GenericStatement.prepMinionUnknown Source) at org.apache.derby.impl.sql.GenericStatement.prepareUnknown Source) at org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.prepareInternalStatementUnknown Source) ...  moreLooks like a problem with the ordering of the test cases. testParameterMetadataWithDECIMALParameters) creates the procedure PMDD  and testParameterMetadataWithLITERALParameters) calls it and drops it. If the test cases run in the opposite order  testParameterMetadataWithLITERALParameters) cannot find the procedure and fails.   
0;Cannot rollback after syntax error in internal statement   ;To reproduce  execute the statements below in ij. Can only be reproduced this way before DERBY. I dont know how to reproduce it when that bug is fixed.ij version .ijgt  connect jdbcderbydb createtrue ijgt  autocommit off ijgt  create table tx int)  rows insertedupdateddeletedijgt  alter table t add column  int default  ERROR X Syntax error Encountered  at line   column .Issue the help command for general information on IJ command syntax.Any unrecognized commands are treated as potential SQL commands and executed directly.Consult your DBMS server reference documentation for details of the SQL syntax supported by your server.ijgt  rollback ERROR XY Cannot issue rollback in a nested connection when there is a pending operation in the parent connection.The error message implies that weve called rollback) on a nested transaction  whereas were in fact called it on the parent transaction.Expected result The rollback statement should abort the transaction without raising any errors.   
0;CLOB INOUT arg set to NULL by procedure does not preserve NULL value when reinvoked   ;If a procedure sets an INOUT CLOB arg to NULL and is then reinvoked  the NULL is not preserved. Instead  the procedure sees the same CLOB that it saw in the last invocation. This bug was disclosed during the testing of the fix for DERBY. I will attach a repro.   
0;[patch] fix up sql cleanup handling   ;When a sql exception occurs  dont allow potential cascading sql problems when closing sql objects from masking the original cause of the exception.Also make sure statements get closed.   
0;PropertySetter should ignore GCJ installations   ;Many Linux platforms come with GCJ installed. GCJ implements most of the Java SE API  but not all of it  so it cannot be used to build Derby. Unfortunately  PropertySetter sometimes get confused by it and constructs a compile classpath using GCJs libraries.For example  on a machine running Debian ..  I have the sunjavajdk package as well as the gcjjdk package installed. When running ant to build Derby with no ~ant.properties  I get these compile classpaths constructedprintCompilerProperties  echo  After setting properties compilerPropsAlreadySet  true  echo  After setting properties compilerLevel  .  echo  After setting properties jsrcompile.classpath  homekahderbytrunkclassesstubsjsrusrlibjvmjava..gcj.jrelibrt.jar  echo  After setting properties jlib  jlib}  echo  After setting properties javacompile.classpath  usrlibjvmjava..gcj.jrelibrt.jar  echo  After setting properties jlib  jlib}  echo  After setting properties javacompile.classpath  usrlibjvmjava..gcj.jrelibrt.jar  echo  After setting properties jlib  jdk}jrelib  echo  After setting properties javacompile.classpath  usrlibjvmjavasun...jrelibaltrt.jarusrlibjvmjavasun...jrelibaltstring.jarusrlibjvmjavasun...jrelibcharsets.jarusrlibjvmjavasun...jrelibdeploy.jarusrlibjvmjavasun...jrelibjavaws.jarusrlibjvmjavasun...jrelibjce.jarusrlibjvmjavasun...jrelibjsse.jarusrlibjvmjavasun...jrelibmanagementagent.jarusrlibjvmjavasun...jrelibplugin.jarusrlibjvmjavasun...jrelibresources.jarusrlibjvmjavasun...jrelibrt.jarSince javacompile.classpath is based on GCJ  and GCJ lacks some classes in the javax.management.remote package  the build fails when it gets to the JMX testscompile_jdk  javac  Compiling  source files to homekahderbytrunkclasses  javac  homekahderbytrunkjavatestingorgapachederbyTestingfunctionTeststestsmanagementJMXConnectionDecorator.java cannot find symbol  javac  symbol  class JMXServiceURL  javac  location package javax.management.remote  javac  import javax.management.remote.JMXServiceURL   javac  ^...  javac  homekahderbytrunkjavatestingorgapachederbyTestingfunctionTeststestsmanagementRemoteConnectionGetter.java cannot find symbol  javac  symbol  class JMXConnector  javac  location class org.apache.derbyTesting.functionTests.tests.management.RemoteConnectionGetter  javac  JMXConnector jmxc  conns.removejmxConnection   javac  ^  javac   errorsBUILD FAILEDhomekahderbytrunkbuild.xml The following error occurred while executing this linehomekahderbytrunkjavatestingbuild.xml The following error occurred while executing this linehomekahderbytrunkjavatestingorgapachederbyTestingfunctionTeststestsmanagementbuild.xml Compile failed  see the compiler error output for details.Total time  minute  secondsPropertySetter should ignore GCJ installations to prevent this problem. If it hadnt found GCJ  it would have constructed javacompile.classpath from javacompile.classpath  and the build would have succeeded.   
0;Setting up network server for management tests hangs intermittently   ;Ive seen on three occurrences with the ... and ... release candidates that suites.All has been stuck when setting up the network server decorator for the management test suite. Heres what I see at the end of the console output running with derby.tests.tracetrue)  junit  test_jdbc_ used  ms   junit  test_jdbc_ used  ms   junit  test_notBooted used  ms java.net.SocketException Connection reset  junit  at java.net.SocketInputStream.readSocketInputStream.java)  junit  at java.net.SocketInputStream.readSocketInputStream.java)  junit  at java.net.SocketInputStream.readSocketInputStream.java)  junit  at org.apache.derby.impl.drda.NetworkServerControlImpl.fillReplyBufferUnknown Source)  junit  at org.apache.derby.impl.drda.NetworkServerControlImpl.readResultUnknown Source)  junit  at org.apache.derby.impl.drda.NetworkServerControlImpl.pingWithNoOpenUnknown Source)  junit  at org.apache.derby.impl.drda.NetworkServerControlImpl.pingUnknown Source)  junit  at org.apache.derby.drda.NetworkServerControl.pingUnknown Source)  junit  at org.apache.derbyTesting.junit.NetworkServerTestSetup.pingForServerUpNetworkServerTestSetup.java)  junit  at org.apache.derbyTesting.junit.NetworkServerTestSetup.pingForServerStartNetworkServerTestSetup.java)  junit  at org.apache.derbyTesting.junit.NetworkServerTestSetup.setUpNetworkServerTestSetup.java)  junit  at junit.extensions.TestSetup.protectTestSetup.java)  junit  at junit.framework.TestResult.runProtectedTestResult.java)  junit  at junit.extensions.TestSetup.runTestSetup.java)  junit  at org.apache.derbyTesting.junit.BaseTestSetup.runBaseTestSetup.java)  junit  at junit.extensions.TestDecorator.basicRunTestDecorator.java)  junit  at junit.extensions.TestSetup.protectTestSetup.java)  junit  at junit.framework.TestResult.runProtectedTestResult.java)  junit  at junit.extensions.TestSetup.runTestSetup.java)  junit  at junit.extensions.TestDecorator.basicRunTestDecorator.java)  junit  at junit.extensions.TestSetup.protectTestSetup.java)  junit  at junit.framework.TestResult.runProtectedTestResult.java)  junit  at junit.extensions.TestSetup.runTestSetup.java)  junit  at org.apache.derbyTesting.junit.BaseTestSetup.runBaseTestSetup.java)  junit  at junit.framework.TestSuite.runTestTestSuite.java)  junit  at junit.framework.TestSuite.runTestSuite.java)  junit  at junit.framework.TestSuite.runTestTestSuite.java)  junit  at junit.framework.TestSuite.runTestSuite.java)  junit  at junit.framework.TestSuite.runTestTestSuite.java)  junit  at junit.framework.TestSuite.runTestSuite.java)  junit  at junit.framework.TestSuite.runTestTestSuite.java)  junit  at junit.framework.TestSuite.runTestSuite.java)  junit  at org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner.runJUnitTestRunner.java)  junit  at org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner.launchJUnitTestRunner.java)  junit  at org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner.mainJUnitTestRunner.java)The exception trace is just printed to the console  but it doesnt make any test fail. The exception printed on FreeBSD was different  it said DRDA_InvalidReplyTooShort.SInvalid reply from network server Insufficient data. The other two looked like the one above.)All the hangs have happened on VirtualBox instances  though with different guest operating systems and JVMs. Probably the timing is different from what we have on physical machines.   
0;Interrupt of create table or index i.e. a container) will throw XSDF under NIO  connection survives   ;Cf the enclosed repro. It would be good to make Derby ignore the interrupt here. Cf DERBY. Note that this is less serious than in the cases referred to in DERBY here the database does not get shut down  even the connection survives  cf the repro. So  this can be considered a followup to DERBY to further improve Derbys robustness under interrupts.   
0;Client driver silently truncates strings that exceed KB   ;Can be seen with this JUnit test case that retrieves a VARCHAR value with  characters. With the client driver  the string is truncated to  characters  bytes when encoded in UTF. public void testLongColumn throws SQLException  PreparedStatement ps  prepareStatement values cast? as varchar  char[] chars  new char[]  Arrays.fillchars  ue  String str  new Stringchars  ps.setString  str  JDBC.assertSingleValueResultSetps.executeQuery  str  }   
0;Remove usages of DriverManager to obtain an Embedded Connection in Derby Server   ;The Derby Network Server appears to look up the Derby Embedded Driver from the java.sql.DriverManager in a couple of places in order to get the connection to the actual database.This means the network server cannot operate in environments where for whatever reason it is not OK to access the embedded driver from the DriverManager. Just in general this behavior is unexpected as it should be possible to directly load the embedded driver.Ive observed this issue in ... and checked that the relevant usages are unchanged in trunk.   
0;assert failure in test testRAFReadWriteMultipleThreads interrupted flag cleared   ;This is another instance of an interrupted thread losing its interrupted flag after calling Derby  but I believe this is distinct from other we have seen.) testRAFReadWriteMultipleThreadsorg.apache.derbyTesting.functionTests.tests.store.InterruptResilienceTest)java.sql.SQLException The exception junit.framework.AssertionFailedError WorkerThread  was thrown while evaluating an expression. at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.Util.newEmbedSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.Util.seeNextExceptionUnknown Source) at org.apache.derby.impl.jdbc.TransactionResourceImpl.wrapInSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.TransactionResourceImpl.handleExceptionUnknown Source) at org.apache.derby.impl.jdbc.EmbedConnection.handleExceptionUnknown Source) at org.apache.derby.impl.jdbc.ConnectionChild.handleExceptionUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeStatementUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeUpdateUnknown Source) at org.apache.derbyTesting.functionTests.tests.store.InterruptResilienceTest.testRAFReadWriteMultipleThreadsInterruptResilienceTest.java) at sun.reflect.NativeMethodAccessorImpl.invokeNative Method) at sun.reflect.NativeMethodAccessorImpl.invokeNativeMethodAccessorImpl.java) at sun.reflect.DelegatingMethodAccessorImpl.invokeDelegatingMethodAccessorImpl.java) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at org.apache.derbyTesting.junit.BaseTestSetup.runBaseTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java)Caused by java.sql.SQLException Java exception WorkerThread  junit.framework.AssertionFailedError. at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.Util.newEmbedSQLExceptionUnknown Source) at org.apache.derby.impl.jdbc.Util.javaExceptionUnknown Source) at org.apache.derby.impl.jdbc.TransactionResourceImpl.wrapInSQLExceptionUnknown Source) ...  moreCaused by junit.framework.AssertionFailedError WorkerThread  at org.apache.derbyTesting.junit.BaseTestCase.failBaseTestCase.java) at org.apache.derbyTesting.functionTests.tests.store.InterruptResilienceTest.tstRAFReadWriteMultipleThreadsInterruptResilienceTest.java) at org.apache.derby.exe.acabxxedxadxebfce.gUnknown Source) at sun.reflect.NativeMethodAccessorImpl.invokeNative Method) at sun.reflect.NativeMethodAccessorImpl.invokeNativeMethodAccessorImpl.java) at sun.reflect.DelegatingMethodAccessorImpl.invokeDelegatingMethodAccessorImpl.java) at org.apache.derby.impl.services.reflect.ReflectMethod.invokeUnknown Source) at org.apache.derby.impl.sql.execute.CallStatementResultSet.openUnknown Source) at org.apache.derby.impl.sql.GenericPreparedStatement.executeStmtUnknown Source) at org.apache.derby.impl.sql.GenericPreparedStatement.executeUnknown Source) ...  moreCaused by junit.framework.AssertionFailedError at org.apache.derbyTesting.functionTests.tests.store.InterruptResilienceTestWorkerThread.runInterruptResilienceTest.java)   
0;DatabaseMetaData.getColumnsnull  null  tableName  null) does not return the columns meta for a SYNONYM   ;DatabaseMetaData.getColumnsnull  null  tableName  null does not return the columns meta for a SYNONYM.Sample java code use for testing.** ListColumns.java *import java.sql.* import java.util.Properties public class ListColumns  public static void mainString[] args  Connection con  null  try  Class.forNameorg.apache.derby.jdbc.ClientDriver  Properties connectionProps  new Properties  connectionProps.putuser  app  connectionProps.putpassword  app  con  DriverManager.getConnection jdbcderbylocalhostnorthwind  connectionProps  String tableName  V  DatabaseMetaData meta  con.getMetaData  System.out.printlnDatabase Product Version  meta.getDatabaseProductVersion  ResultSet res  meta.getColumnsnull  null  tableName  null  System.out.printlnList of columns for   tableName  while res.next  System.out.println   res.getStringTABLE_SCHEM      res.getStringTABLE_NAME      res.getStringCOLUMN_NAME      res.getStringTYPE_NAME      res.getIntCOLUMN_SIZE      res.getStringNULLABLE  } res.close  con.close  } catch java.lang.ClassNotFoundException e  System.err.printlnClassNotFoundException   e.getMessage  } catch SQLException e  System.err.printlnSQLException   e.getMessage  } }}   
0;Simplify bytecode generation for concatenation operator   ;ConcatenationOperatorNode generates bytecode that ensures the result object is not null before calling the method that implements the operator. This breaks the pattern used by other operators which ensures that the result object is not null inside the method that implements the operator  not in the generated bytecode)  and it unnecessarily complicates the code in BinaryOperatorNode.The comments indicate that the current approach was chosen to prevent the null check from happening at execution time  but the generated bytecode does perform the null check at execution time  so generating byte code for it shouldnt have any real benefit over writing Java code for it. In general  implementing as much as possible of the execution time code as Java code is preferred to implementing it directly as bytecode because its easier to read and debug Java code  and because the generated bytecode cannot be shared between execution plans and take more memory.   
0;Warnings regarding XPath displayed when generating JavaDoc   ;When generating JavaDocs for Derby. the following warnings are displayed  javadoc  Constructing Javadoc information...  javadoc  homekwderbycommits.javaengineorgapachederbyiapitypesSqlXmlUtil.java package org.wc.dom.xpath does not exist  javadoc  import org.wc.dom.xpath.XPathEvaluator   javadoc  ^  javadoc  homekwderbycommits.javaengineorgapachederbyiapitypesSqlXmlUtil.java package org.wc.dom.xpath does not exist  javadoc  import org.wc.dom.xpath.XPathExpression   javadoc  ^  javadoc  homekwderbycommits.javaengineorgapachederbyiapitypesSqlXmlUtil.java package org.wc.dom.xpath does not exist  javadoc  import org.wc.dom.xpath.XPathResult   javadoc  ^  javadoc  homekwderbycommits.javaengineorgapachederbyiapitypesSqlXmlUtil.java cannot find symbol  javadoc  symbol  class XPathExpression  javadoc  location class org.apache.derby.iapi.types.SqlXmlUtil  javadoc  private XPathExpression query    
0;A table created with ... with constraints cannot be dropped with . due to NullPointerException with insane build or ASSERT FAILED Failed to find sharable conglomerate descriptor for index conglomerate  with sane build   ;In ... there was some bug that caused a duplicate entry in sys.sysconglomerates.After running the attached repro_create.sql with ...  you will see two rows returned instead of one withselect c.constraintname  c.constraintid  cong.conglomerateid  cong.conglomeratename from sys.sysconglomerates cong  sys.syskeys k  sys.sysconstraints c where c.constraintname  PK_RS and c.constraintid k.constraintid and k.conglomerateid  cong.conglomerateid  I am not sure what practical impact this has with . as you can still drop the table s.rs with that version.On connecting to the database with .  either soft or hard upgrade with ...  DROP TABLE S.RS fails withCaused by java.sql.SQLException Java exception ASSERT FAILED Failed to findsharable conglomerate descriptor for index conglomerate   org.apache.derby.shared.common.sanity.AssertFailure. at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLExceptionSQLExceptionFactory.java) at org.apache.derby.impl.jdbc.SQLExceptionFactory.wrapArgsForTransportAcrossDRDASQLExceptionFactory.java) at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLExceptionSQLExceptionFactory.java) ...  moreCaused by org.apache.derby.shared.common.sanity.AssertFailure ASSERT FAILED Failed to find sharable conglomerate descriptor for index conglomerate   at org.apache.derby.shared.common.sanity.SanityManager.THROWASSERTSanityManager.java) at org.apache.derby.shared.common.sanity.SanityManager.THROWASSERTSanityManager.java) at org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor.describeSharedConglomerateConglomerateDescriptor.java) at org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor.dropConglomerateDescriptor.java) at org.apache.derby.iapi.sql.dictionary.ConstraintDescriptor.dropConstraintDescriptor.java) at org.apache.derby.impl.sql.execute.DDLSingleTableConstantAction.dropConstraintDDLSingleTableConstantAction.java) at org.apache.derby.impl.sql.execute.DDLSingleTableConstantAction.dropConstraintDDLSingleTableConstantAction.java) at org.apache.derby.impl.sql.execute.DropTableConstantAction.dropAllConstraintDescriptorsDropTableConstantAction.java) at org.apache.derby.impl.sql.execute.DropTableConstantAction.executeConstantActionDropTableConstantAction.java) at org.apache.derby.impl.sql.execute.MiscResultSet.openMiscResultSet.java) at org.apache.derby.impl.sql.GenericPreparedStatement.executeStmtGenericPreparedStatement.java) at org.apache.derby.impl.sql.GenericPreparedStatement.executeGenericPreparedStatement.java) at org.apache.derby.impl.jdbc.EmbedStatement.executeStatementEmbedStatement.java) ...  moreand with an insane build with a NullPointerExceptionjava.lang.NullPointerException  at  org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor.dropUnknown  Source)  at  org.apache.derby.iapi.sql.dictionary.ConstraintDescriptor.dropUnknown  Source)  at  org.apache.derby.impl.sql.execute.DDLSingleTableConstantAction.dropConst  raintUnknown Source)  at  org.apache.derby.impl.sql.execute.DDLSingleTableConstantAction.dropConst  raintUnknown Source)  at  org.apache.derby.impl.sql.execute.DropTableConstantAction.dropAllConstra  intDescriptorsUnknown Source)  at  org.apache.derby.impl.sql.execute.DropTableConstantAction.executeConstan  tActionUnknown Source)  at org.apache.derby.impl.sql.execute.MiscResultSet.openUnknown  Source)  at  org.apache.derby.impl.sql.GenericPreparedStatement.executeStmtUnknown  Source)  at org.apache.derby.impl.sql.GenericPreparedStatement.executeUnknown  Source)  at org.apache.derby.impl.jdbc.EmbedStatement.executeStatementUnknown  Source)  at org.apache.derby.impl.jdbc.EmbedStatement.executeUnknown Source)  at org.apache.derby.impl.jdbc.EmbedStatement.executeUpdateUnknown  Source) Still need to figure out the exact versions affected  when the dup row was fixed  and when the drop stopped working.To reproduce connect to a database with ... can be accessed at httpsvn.apache.orgreposasfdbderbyjars...)run the attached script repro_create.sql connect with the latest on the trunk or . branchDROP TABLE S.RS The table will not drop. The work around is to drop the table with the old version ...   
0;Engine code references org.apache.derby.shared.common.sanity.SanityManager   ;Derby engine code is importing org.apache.derby.shared.common.sanity.SanityManager  causing sealing violations. See DERBY why this fix is inadequate.Even though this wont fix theall problems  using shared.common.sanity.SanityManager on the client and iapi.services.sanity.SanityManager in the engine code is a simple rule to follow. Violations are also easily addressed.   
0;Intermittent OutOfMemoryErrors in BasicSetup.testTriggersWithLOBcolumns)   ;Seen many times in the JDK  tests lately  and also in the Tinderbox. First occurrence was here httpdbtg.foundry.sun.comderbytestDailyjvm.testingtestlogsolsuitesAll_diff.txtThere had been no commits in the last two days before this test run  so its difficult to say if a recent change caused it.)The test case has a comment that says that it should never read the LOB into memory  but according to the stack trace  thats exactly whats happeningCaused by java.lang.OutOfMemoryError Java heap space at org.apache.derby.iapi.types.SQLBinary.readFromStreamUnknown Source) at org.apache.derby.iapi.types.SQLBinary.readExternalUnknown Source) at org.apache.derby.iapi.types.SQLBinary.getValueUnknown Source) at org.apache.derby.iapi.types.SQLBinary.loadStreamUnknown Source) at org.apache.derby.impl.sql.execute.UpdateResultSet.objectifyStreamUnknown Source) at org.apache.derby.impl.sql.execute.UpdateResultSet.collectAffectedRowsUnknown Source) at org.apache.derby.impl.sql.execute.UpdateResultSet.openUnknown Source) at org.apache.derby.impl.sql.GenericPreparedStatement.executeStmtUnknown Source) at org.apache.derby.impl.sql.GenericPreparedStatement.executeUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeStatementUnknown Source) at org.apache.derby.impl.jdbc.EmbedPreparedStatement.executeStatementUnknown Source) at org.apache.derby.impl.jdbc.EmbedPreparedStatement.executeUpdateUnknown Source) at org.apache.derbyTesting.functionTests.tests.upgradeTests.BasicSetup.testTriggersWithLOBcolumnsBasicSetup.java)   
0;Large batch of DDL in a database procedure dies on a transaction severity error.   ;The batch of DDL run by the procedure which registers database metadata functions now dies with the following errorERROR XC Dead statement. This may be caused by catching a transaction severity error inside this statement.A process of binary search shows that this problem was introduced by revision  as part of the work on DERBY.The bug can be reproduced by compiling the DBMDWrapper class attached to DERBY and then running the following scriptconnect jdbcderbymemorydb createtrue  create procedure registerPublicStaticMethods in connectionURL varchar  )  in printSQL boolean )language java parameter style java modifies sql dataexternal name DBMDWrapper.registerPublicStaticMethods call registerPublicStaticMethods jdbcdefaultconnection  false ) If you change the second argument to registerPublicStaticMethods to true  then you will see all of the DDL being issued by the database procedure. The procedure runs fine in . but fails with this error in ..   
0;Update toolsidenetbeans directory   ;The toolside directory contains projects for two versions of NetBeans . and .). Since they havent been updated for newer versions of NetBeans  I suppose it means they arent used much. Also  since there are two of them  NetBeans gets confused as to which of the projects to use  and I have experienced that it often uses a mix of the . and . projects for the open source files  which causes problems for navigation and debugging. The problem with having multiple NetBeans projects pointing to the same source is described here httpwiki.netbeans.orgFaqSourceRootOverlapTo prevent these problems  we should either remove the toolsidenetbeans directory and let NetBeans users create their own projects there a pretty good description on the wiki httpwiki.apache.orgdbderbyBuildingDerbyUsing_NetBeans_to_Build_Derby )  or provide an updated project and remove the old ones.The project files arent really tied to a particular version of NetBeans and can be opened by newer versions. But the projects still need to be updated to be usable  I think. For example  they should have projectspecific formatting settings added in NB .  I think) which set tab size to   since setting tab size globally to  as you would have to with the current projects  only works if Derby is the only project youre working on in NetBeans.)   
