Security;summary   ;description   
0;Add an example which use CXF bean binding and the OSGI HTTP Service  e g  PAX Web with jetty    ;Please see Nabble for details    
0;After switching to slfj  we can get rid of the 'isTraceEnabled'  'isDebugEnabled' and 'isInfoEnabled' statements   ;we can get rid of the 'isTraceEnabled'  'isDebugEnabled' and 'isInfoEnabled' statements with slfj and uselogger debug 'Temperature set to     Old temperature was    '  t  oldT  insteadchristianmuellersmacbookpro  camel cmueller$ egrep r 'isTraceEnabled|isDebugEnabled|isInfoEnabled]'   | wc l    
0;Mail component issue with starttls option   ;The problem occurs when I read from a pop endpoint and send to an smtp endpoint in the same camel context with the mail pop starttls enable true and mail smtp starttls enable true options Required Java options for starttls are set  Djavax net ssl trustStore D  testxxx jksDjavax net ssl trustStorePassword yyyWhen I only configure one of either route  everything works fine  When I configure both  I get the following exception  AUTH LOGINC   STAT Must issue STARTTLS command firstSTARTTLSS   +OK  C   NOOP begin TLS negotiationS   +OKC   RSETS   +OKC   QUITAUTH LOGINS   +OK POP server closing connection wrong state for AUTH command        foo  ERROR DefaultErrorHandler  Failed delivery for exchangeId   IDEahi  Exhausted after delivery attempt    caught   org springframework mail MailAuthenticationException   Authentication failed  nested exception is javax mail AuthenticationFailedException    wrong state for AUTH commandorg springframework mail MailAuthenticationException   Authentication failed  nested exception is javax mail AuthenticationFailedException    wrong state for AUTH command at org springframework mail javamail JavaMailSenderImpl doSend JavaMailSenderImpl java    org springframework context support   RELEASE jar     RELEASE  at org springframework mail javamail JavaMailSenderImpl send JavaMailSenderImpl java    org springframework context support   RELEASE jar     RELEASE  at org springframework mail javamail JavaMailSenderImpl send JavaMailSenderImpl java    org springframework context support   RELEASE jar     RELEASE  at org springframework mail javamail JavaMailSenderImpl send JavaMailSenderImpl java    org springframework context support   RELEASE jar     RELEASE  at org apache camel component mail MailProducer process MailProducer java    camelmail   jar      at org apache camel impl converter AsyncProcessorTypeConverter$ProcessorToAsyncProcessorBridge process AsyncProcessorTypeConverter java    camelcore   jar      at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java    camelcore   jar      at org apache camel processor SendProcessor$ doInAsyncProducer SendProcessor java    camelcore   jar      at org apache camel impl ProducerCache doInAsyncProducer ProducerCache java    camelcore   jar      at org apache camel processor SendProcessor process SendProcessor java    camelcore   jar      at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor processNext DelegateAsyncProcessor java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java    camelcore   jar      at org apache camel management InstrumentationProcessor process InstrumentationProcessor java    camelcore   jar      at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor processNext DelegateAsyncProcessor java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java    camelcore   jar      at org apache camel processor interceptor TraceInterceptor process TraceInterceptor java    camelcore   jar      at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java    camelcore   jar      at org apache camel processor RedeliveryErrorHandler processErrorHandler RedeliveryErrorHandler java    camelcore   jar      at org apache camel processor RedeliveryErrorHandler process RedeliveryErrorHandler java    camelcore   jar      at org apache camel processor DefaultChannel process DefaultChannel java    camelcore   jar      at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java    camelcore   jar      at org apache camel processor Pipeline process Pipeline java    camelcore   jar      at org apache camel processor Pipeline process Pipeline java    camelcore   jar      at org apache camel processor UnitOfWorkProcessor process UnitOfWorkProcessor java    camelcore   jar      at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor processNext DelegateAsyncProcessor java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java    camelcore   jar      at org apache camel processor RoutePolicyProcessor process RoutePolicyProcessor java    camelcore   jar      at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor processNext DelegateAsyncProcessor java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java    camelcore   jar      at org apache camel management InstrumentationProcessor process InstrumentationProcessor java    camelcore   jar      at org apache camel util AsyncProcessorHelper process AsyncProcessorHelper java    camelcore   jar      at org apache camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java    camelcore   jar      at org apache camel component timer TimerConsumer sendTimerExchange TimerConsumer java    camelcore   jar      at org apache camel component timer TimerConsumer$ run TimerConsumer java    camelcore   jar      at java util TimerThread mainLoop Unknown Source      _  at java util TimerThread run Unknown Source      _ The problem seems to be in org apache camel component mail MailConfiguration createJavaMailSender   where it uses the same mail session for both connection  see Session getDefaultInstance below if  session !  null    answer setSession session     else    use our authenticator that does no live user interaction but returns the already configured username and password Session session  try   session   Session getDefaultInstance answer getJavaMailProperties    getAuthenticator       catch  Throwable t     fallback as default instance may not be allowed on some systems session   Session getInstance answer getJavaMailProperties    getAuthenticator       answer setSession session    This is because getDefaultInstance creates a Session object the first time it is called  Then it caches that Session and returns it for all subsequent calls  It also ignores the new and different properties for the second route See also http  camel  n nabble comMailcomponentwithstarttlstd html   
1;HttpProducer drops authentification parameters    ;Hi  I run into the following problem with Camel     An HTML file contain an URI lists of files to be downloaded from a web server to the local file system The HTML file is parsed via a Java Bean Splitter  The Java Bean Splitter produces a Set of URI strings These files should be downloaded from a web server to the local file system  The files are protected with BASIC authentification The extraction and the splitting of the download URIs works quite well with the Java Bean Splitter The Java Bean Splitter produces URI like   http  download acme comfile_ txt?username fooamp password baaHere's the setup  lt routegt  lt from uri 'file  tmpfiles_to_retrieve' gt  lt method bean 'prepareDownLoadUri' method 'parseIndexHtml' gt  lt setHeader headerName 'CamelHttpMethod'gt  lt constantgt GETlt constantgt  lt setHeadergt  lt setHeader headerName 'CamelHttpUri'gt  lt simplegt $ body lt simplegt  lt setHeadergt  lt to uri 'http  download acme com' gt  lt to uri 'bean  saveFileProcessor' gt lt routegt lt bean id 'prepareDownLoadUri' class 'com acme PrepareDownLoadUri' gt lt bean id 'saveFileProcessor' class 'com acme SaveFileProcessor' gt The injection of the URIs from the Splitter into the HttpProducer  works quite well  I debugged into the HttpProducer and it seems  that the HttpProducer does not provide the unterlying http client  in this case Apache HttpClient   with the authentification settings from the URI At first  the queryString is extracted from the ExchangeHeader  if provided HttpProducer createMethod    line String url   HttpHelper createURL exchange  getEndpoint    The url string contains the URI produces by the splitter including the authentification parameters   http  download acme comfile_ txt?username fooamp password baaThen the HttpProducer assembles a new URI for the requests  The new URI is assembled from parts of the string url  line   and other parameters from the Exchange Header   HttpProducer createMethod    lines   is a query string provided in the endpoint URI or in a header  header overrules endpoint  String queryString   exchange getIn   getHeader Exchange HTTP_QUERY  String class   if  queryString    null    queryString   getEndpoint   getHttpUri   getRawQuery      StringBuilder builder   new StringBuilder uri getScheme    append '  '  append uri getHost     if  uri getPort   !      builder append '  '  append uri getPort       if  uri getPath   !  null    builder append uri getRawPath       if  queryString !  null    builder append '?'   builder append queryString     HttpRequestBase httpRequest   methodToUse createMethod builder toString    The problem is  in the assembling of the new URI  the authentification parameters are dropped  One possible solution could be    check for authentification parameters in the url  line   and extract them  build the credentials  AuthScheme and provide it to the underlying http client thanks in advance ben   
0;option to force sending original JMS message   ;When using mapJmsMessage false you would think that Camel would send along the original JMS message  However  if you touch the Camel Message headers  get or set  this effectively disables the mapJmsMessage option  I came across this issue when using the failover loadbalancer  We should add an option to force Camel to send along the orginal JMS message    
0;HTTP Producer seems to send an empty body request on redelivery when the original request fails due to a connection timeout   ;Camel HTTP Producer is throwing an exception when it encounters a connection timeout  However instead of preserving the original message it is treating it processing the exception output  When connected to a redelivery meachanism  this results in an exception message being sent as input to the HTTP Consumer  The older versions of Camel behaved differently on read timeout  In Camel  x  in a read timeout  the Exception is thrown and the input message to the producer is passed through the pipeline  Now there is a difference   An exception is thrown and the output of the HTTP Producer is passed through the pipeline  Need to study why and what changed since Camel  x and ensure that the above does not happen For more details  please check out the following nabble entryhttp  camel  n nabble comHttproutereturningwithbutalsogettingreadtimedouttd htmlaCheers Ashwin      
0;org apache camel component file strategy MarkerFileExclusiveReadLockStrategy is not threadsafe   ;MarkerFileExclusiveReadLockStrategy is not threadsafe  When I run a File endpoint with more than one thread the MarkerFileExclusiveReadLockStrategy only deletes the last file to start being processed  The MarkerFileExclusiveReadLockStrategy uses global variables   private File lock  private String lockFileName  and gives them values on the acquireExclusiveReadLock method  When another thread calls the releaseExclusiveReadLock method it uses the global variables to delete the locked file  That means that if another thread came and called the acquireExclusiveReadLock it would have changed the values on the global variables  If lock and lockFileName are not global variables the problem seems to disappear and I can a multithreaded File endpoint and not locked file is left undeleted    
0;Try to copy file when rename fails   ;I have a setup where I use file component to move files after being processed ou when processing fails As I have no troubles neither on my development workstation neither on local directory on my linux environnement  It fails when the monitored directory is a NFS mounted directory pointing to a Windows  Server shared directory While it's not a camel bug  the generated logs are just useless because we can't get the reason of failure Investigating the source code tells me that the File renameTo method is used  with the three times try hack for Windows   so I can't get any further information on the reason Could you implement a fallback strategy like copy the file and delete the original one ?  should it be made optional To workaround this  I currently do the move operations manually by invoking the FileUtils moveTo      from commonsio  which implements exactly the fallback method I described on renameTo failure  But  I have side effects as I'm forced to use the noop attribute  in fact  it doesn't explain why the rename fails  but it works  and should it be a failure I'll get an explicit error message     
1;Polish the aws component   ;   
0;Web Console   NPE when browsing routes with no description   ;When some of the routes does not have a description NPE will be thrown  because of the code$ i getDescription getText To prevent it  just use$ i getDescriptionText    
0;maven eclipse goal failure   ;The error is  [ERROR] BUILD ERROR[INFO] [INFO] Request to merge when 'filtering' is not identical  Original resource srcmainresources   output targetclasses  include []  exclude [*** java]  test false  filtering false  merging with resource srcmainresources   output targetclasses  include [**archetypemetadata xml]  exclude [*** java]  test false  filtering trueand it seems to be resolved in the upcoming maveneclipseplugin      see MECLIPSE   An update to the new release of the plugin  once available  should resolve this    
1;The camelcometd component does not support a custom SecurityPolicy or Extension as described on http  cometd orgdocumentationhowtosauthentication   ;The camelcometd component does not support a custom SecurityPolicy or Extension as described on http  cometd orgdocumentationhowtosauthenticationA simple solution is to add setters for SecurityPolicy and Extension to the component  If these attributes are set then also set them on the underlying AbstractBayeux class About the patch  The existing unit test is based on an interactive scenario that involves human intervention  A similar test is made that uses an extension and another one is made that needs authentication  To provide feedback on a failed authentication a cometd listener is used  The version of the cometddojo extension used does not support listeners so this dojo extension has also been upgraded to       
0;BeanInfo not reset when new bean looked up   ;In camelbean  when a bean is lookedup and it is not the same bean as the previous one beanInfo has to be reset This is done in getBean   method of org apache camel component bean RegistryBean but the test is placed after setting bean value so beanInfo is never reset   if  value !  bean     bean   value   processor   null   if  !ObjectHelper equal ObjectHelper type bean   ObjectHelper type value      beanInfo   null      
0;Allow cometd component to send message headers with the message   ;Currently the cometd component ignores message headers        Code snippet from CometdConsumer java   Message message   new DefaultMessage    message setBody data   Exchange exchange   endpoint createExchange    exchange setIn message        Exchange message headers should be maintained  perhaps with a flag?     
0;cameljms default cache level should be CACHE_NONE when transaction is enabled   ;I lost a huge amount of time chasing the problem as the default value just screw the whole transaction  the session is created outside the transaction and cached  so usually not enlisted in the tx     
0;SmppProducer sends incorrect data_coding parameter   ;The dataCoding parameter on the SMPP uri allows for a value of    or   Our aggregator expects the data_coding parameter on the SMPP request from the SmppProducer to be  SMSC Default Alphabet  However  when     or  is specified for the dataCoding parameter  the actual value sent on the smpp request is     or   It appears the MessageClass Class on the GeneralDataCoding object in SmppProducer is masking an additional  to the byte value It seems the dataCoding parameter should allow you to specify the actual value that is needed as defined by the SMPP Protocol specification    
0;OSGi  No possibility to enable ehcache clustering as   ehcache xml is ignored and there is no possibility to set cacheManagerFactory described camelcache docs   ;This bug is caused by more than one problem as    camelcache bundle provides ehcache xml config which is ignored so then default ehcachefailsafe xml is taken by ehcache bundle   according to camelcache docs there is a way to set cacheManagerFactory but it seems to be not implemented asa  default CacheManagerFactory instance is created when when CacheComponent is instantiated b  setter method   public void setCacheManagerFactory CacheManagerFactory cacheManagerFactory  is used just nowhere c  there is no suitable filed in class CacheConfigurationAll above problems cause camelcache to be not able to work in java clustered world as default failsafe config  is really failsafe wo clustering    
0;camelcache  Should use Camel style constant keys   ;The CacheConstant use all upper cases and they are not using the Camel style which we should use It should be'CamelCacheAdd' instead of 'ADD'and so forth This also ensures those headers is not propagated over remote transports as they should not In fact we should consider removing those headers in the camelcache code as they are just input parameters to control the operation    
0;camelweb  Cannot browse endpoints if messages was consumed from jms queue   ;You get a NPE if you brows the endpoint Caused by   java lang NullPointerException at org apache camel web resources $scalate$ExchangeResource_index_ssp$$anonfun$$scalate$render$ apply ExchangeResource index ssp scala    at org apache camel web resources $scalate$ExchangeResource_index_ssp$$anonfun$$scalate$render$ apply ExchangeResource index ssp scala    at scala collection Iterator$class foreach Iterator scala      
0;camelxmpp  Should stop and clean session  so hotdeploy works   ;See this stacktrace      | ERROR | ExtenderThread | ContextLoaderListener |   org springframework osgi extender     | Application context refresh failed  OsgiBundleXmlApplicationContext bundle qbuscamelosgi  config osgibundle  METAINFspring* xml  org apache camel FailedToCreateProducerException   Failed to create Producer for endpoint   Endpoint[xmpp  articleRoute@localhost?password ******amp room mechatronconference mwpc]  Reason   java lang NullPointerException at org apache camel impl ProducerCache doGetProducer ProducerCache java   [  org apache camel camelcore     fuse] at org apache camel impl ProducerCache acquireProducer ProducerCache java   [  org apache camel camelcore     fuse] at org apache camel impl ProducerCache startProducer ProducerCache java   [  org apache camel camelcore     fuse] at org apache camel processor SendProcessor doStart SendProcessor java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startServices ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel processor DelegateAsyncProcessor doStart DelegateAsyncProcessor java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startServices ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel processor DelegateAsyncProcessor doStart DelegateAsyncProcessor java   [  org apache camel camelcore     fuse] at org apache camel processor interceptor TraceInterceptor doStart TraceInterceptor java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startServices ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel processor RedeliveryErrorHandler doStart RedeliveryErrorHandler java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startServices ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel processor DefaultChannel doStart DefaultChannel java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startServices ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel processor MulticastProcessor doStart MulticastProcessor java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startServices ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel processor DelegateAsyncProcessor doStart DelegateAsyncProcessor java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startServices ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel processor DelegateAsyncProcessor doStart DelegateAsyncProcessor java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel impl RouteService startChildService RouteService java   [  org apache camel camelcore     fuse] at org apache camel impl RouteService warmUp RouteService java   [  org apache camel camelcore     fuse] at org apache camel impl DefaultCamelContext doWarmUpRoutes DefaultCamelContext java   [  org apache camel camelcore     fuse] at org apache camel impl DefaultCamelContext safelyStartRouteServices DefaultCamelContext java   [  org apache camel camelcore     fuse] at org apache camel impl DefaultCamelContext doStartOrResumeRoutes DefaultCamelContext java   [  org apache camel camelcore     fuse] at org apache camel impl DefaultCamelContext doStartCamel DefaultCamelContext java   [  org apache camel camelcore     fuse] at org apache camel impl DefaultCamelContext doStart DefaultCamelContext java   [  org apache camel camelcore     fuse] at org apache camel spring SpringCamelContext doStart SpringCamelContext java   [  org apache camel camelspring     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl DefaultCamelContext start DefaultCamelContext java   [  org apache camel camelcore     fuse] at org apache camel spring SpringCamelContext maybeStart SpringCamelContext java   [  org apache camel camelspring     fuse] at org apache camel spring SpringCamelContext onApplicationEvent SpringCamelContext java   [  org apache camel camelspring     fuse] at org apache camel spring CamelContextFactoryBean onApplicationEvent CamelContextFactoryBean java   [  org apache camel camelspring     fuse] at org springframework context event SimpleApplicationEventMulticaster multicastEvent SimpleApplicationEventMulticaster java   [  org springframework context     RELEASE] at org springframework context support AbstractApplicationContext publishEvent AbstractApplicationContext java   [  org springframework context     RELEASE] at org springframework context support AbstractApplicationContext finishRefresh AbstractApplicationContext java   [  org springframework context     RELEASE] at org springframework osgi context support AbstractOsgiBundleApplicationContext finishRefresh AbstractOsgiBundleApplicationContext java   [  org springframework osgi core    ] at org springframework osgi context support AbstractDelegatedExecutionApplicationContext$ run AbstractDelegatedExecutionApplicationContext java   [  org springframework osgi core    ] at org springframework osgi util internal PrivilegedUtils executeWithCustomTCCL PrivilegedUtils java   [  org springframework osgi core    ] at org springframework osgi context support AbstractDelegatedExecutionApplicationContext completeRefresh AbstractDelegatedExecutionApplicationContext java   [  org springframework osgi core    ] at org springframework osgi extender internal dependencies startup DependencyWaiterApplicationContextExecutor$CompleteRefreshTask run DependencyWaiterApplicationContextExecutor java   [  org springframework osgi extender    ] at java lang Thread run Thread java   [    _]Caused by   java lang NullPointerException at org jivesoftware smackx muc MultiUserChat$ connectionCreated MultiUserChat java   [  org apache servicemix bundles smack     ] at org jivesoftware smack XMPPConnection initConnection XMPPConnection java   [  org apache servicemix bundles smack     ] at org jivesoftware smack XMPPConnection connectUsingConfiguration XMPPConnection java   [  org apache servicemix bundles smack     ] at org jivesoftware smack XMPPConnection connect XMPPConnection java   [  org apache servicemix bundles smack     ] at org apache camel component xmpp XmppEndpoint createConnection XmppEndpoint java   [  org apache camel camelxmpp     fuse] at org apache camel component xmpp XmppGroupChatProducer doStart XmppGroupChatProducer java   [  org apache camel camelxmpp     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel impl ServiceSupport start ServiceSupport java   [  org apache camel camelcore     fuse] at org apache camel util ServiceHelper startService ServiceHelper java   [  org apache camel camelcore     fuse] at org apache camel impl ProducerCache doGetProducer ProducerCache java   [  org apache camel camelcore     fuse]      more   
0;Avoiding to process the bean which value is null in CamelBeanPostProcessor   ;When user use the FactoryBean to return a null object within Spring  x  the CamelBeanPostProcessor will throw a NPE exception Although this issue can't be reproduced within Spring  x  we should consider to put the NP check in the CamelBeanPostProcessor as an enhancement    
0;camelcache exception message   CamelCacheOperation not specified in the message header [CamelCacheKey]   ;Caused by   net sf ehcache CacheException   CamelCacheOperation not specified in the message header  CamelCacheKey Sound like a mistake? Or maybe my English is so bad? as this message doesn't make sense for me   Simply it should be  Caused by   net sf ehcache CacheException   CamelCacheOperation header not specified in message   
0;Prevent 'FolderNotOpen' exception when closing out an email exchange   ;When an email exchange is complete it should set either the SEEN or DELETED flags in the folder on the email server  But if the folder isn't open  either because of automatic closing or timeout  attempting to set the flag results in a FolderNotOpen exception  The attached version of MailConsumer includes a check in processCommit   that opens the folder if it's not open at exchange completion    
0;Consumer URI parameters ignored after Route Restart   ;The URI parameters for a consumer appear to be ignored or disappear when the route where this consumer defined gets restarted One example could be JPA query passed in the URI and is used to filter the results from the consumer The attached test case shows this Look at the Readme txt  camelcontext xml  and JPARouteRestartTest class for more information Also  took a stab at fixing the problem and provided a patch with a possible solution  I ran the unit tests after that change and all passed    
0;CxfPayloadConverter may start failing to convert a CxfPayload to a Node   ;There is an issue with CxfPayloadConverter that can lead to a failure in converting the CxfPayload into something which is actually convertible  This problem happens when you try to convert a CxfPayload instance that has an empty body list into a Node instance  This returns null and subsequently registers this type mapping key  CxfPayloadgt Node  in org apache camel impl converter BaseTypeConverterRegistry's conversionmisses table  Because of this  a subsequent conversion using a CxfPayload instance with an non empty body list will permanently fail I am attaching a modified CxfPayloadConversionTest that includes testCxfPayloadToNode that illustrates this problem  Currently  the last assertion of this test is failing when this issue is present I think we can fix this problem by returning Void TYPE instead of a null for this case In this way  the conversion is regarded as a success and there will be no entry in the conversionmisses table So  I am also attaching the modiefied CxfPayloadConverter class that can handle this test case    
